Site,Plot,Area Sampled (m2),Species,BD_cm,,,,,,,,,,
LDF1,1,5,Betula,0.09,,,,,,,,,,
LDF1,1,5,Betula,0.29,,,,,,,,,,
LDF1,1,5,Betula,0.27,,,,,,,,,,
LDF1,1,5,Betula,0.25,,,,,,,,,,
LDF1,1,5,Betula,0.74,,,,,,,,,,
LDF1,1,5,Betula,0.59,,,,,,,,,,
LDF1,1,5,Betula,0.3,,,,,,,,,,
LDF1,1,5,Betula,0.36,,,,,,,,,,
LDF1,1,5,Betula,0.62,,,,,,,,,,
LDF1,1,5,Betula,0.23,,,,,,,,,,
LDF1,1,5,Betula,0.07,,,,,,,,,,
LDF1,1,5,Betula,0.16,,,,,,,,,,
LDF1,1,5,Betula,0.58,,,,,,,,,,
LDF1,1,5,Betula,0.66,,,,,,,,,,
LDF1,1,5,Betula,0.94,,,,,,,,,,
LDF1,1,5,Betula,0.91,,,,,,,,,,
LDF1,1,5,Betula,0.4,,,,,,,,,,
LDF1,1,5,Betula,0.45,,,,,,,,,,
LDF1,1,5,Betula,0.31,,,,,,,,,,
LDF1,1,5,Betula,0.33,,,,,,,,,,
LDF1,1,5,Betula,0.41,,,,,,,,,,
LDF1,1,5,Betula,0.59,,,,,,,,,,
LDF1,1,5,Betula,0.46,,,,,,,,,,
LDF1,1,5,Betula,0.31,,,,,,,,,,
LDF1,1,5,Betula,0.18,,,,,,,,,,
LDF1,1,5,Betula,0.18,,,,,,,,,,
LDF1,1,5,Betula,0.5,,,,,,,,,,
LDF1,1,5,Betula,0.78,,,,,,,,,,
LDF1,1,5,Betula,0.75,,,,,,,,,,
LDF1,2,5,Betula,0.8,,,,,,,,,,
LDF1,2,5,Betula,0.62,,,,,,,,,,
LDF1,2,5,Betula,0.26,,,,,,,,,,
LDF1,2,5,Betula,0.7,,,,,,,,,,
LDF1,2,5,Betula,0.26,,,,,,,,,,
LDF1,2,5,Betula,0.37,,,,,,,,,,
LDF1,2,5,Betula,0.58,,,,,,,,,,
LDF1,2,5,Betula,0.84,,,,,,,,,,
LDF1,2,5,Betula,0.56,,,,,,,,,,
LDF1,2,5,Betula,0.56,,,,,,,,,,
LDF1,2,5,Betula,0.56,,,,,,,,,,
LDF1,2,5,Betula,0.54,,,,,,,,,,
LDF1,2,5,Betula,0.46,,,,,,,,,,
LDF1,2,5,Betula,0.52,,,,,,,,,,
LDF1,2,5,Betula,1.08,,,,,,,,,,
LDF1,2,5,Betula,0.98,,,,,,,,,,
LDF1,2,5,Betula,0.39,,,,,,,,,,
LDF1,2,5,Betula,0.76,,,,,,,,,,
LDF1,2,5,Betula,0.52,,,,,,,,,,
LDF1,2,5,Betula,0.56,,,,,,,,,,
LDF1,2,5,Betula,0.96,,,,,,,,,,
LDF1,2,5,Betula,0.65,,,,,,,,,,
LDF1,2,5,Betula,0.62,,,,,,,,,,
LDF1,2,5,Betula,0.26,,,,,,,,,,
LDF1,2,5,Betula,0.64,,,,,,,,,,
LDF1,2,5,Betula,0.66,,,,,,,,,,
LDF1,2,5,Betula,1.1,,,,,,,,,,
LDF1,2,5,Betula,1.15,,,,,,,,,,
LDF1,2,5,Salix,0.55,,,,,,,,,,
LDF1,2,5,Salix,0.45,,,,,,,,,,
LDF1,2,5,Salix,0.44,,,,,,,,,,
LDF1,2,5,Salix,0.64,,,,,,,,,,
LDF1,2,5,Salix,0.96,,,,,,,,,,
LDF1,2,5,Salix,0.48,,,,,,,,,,
LDF1,2,5,Salix,0.54,,,,,,,,,,
LDF1,2,5,Salix,0.44,,,,,,,,,,
LDF1,2,5,Salix,0.55,,,,,,,,,,
LDF1,2,5,Salix,0.51,,,,,,,,,,
LDF1,2,5,Salix,0.32,,,,,,,,,,
LDF1,2,5,Salix,0.34,,,,,,,,,,
LDF1,2,5,Salix,0.33,,,,,,,,,,
LDF1,2,5,Salix,0.49,,,,,,,,,,
LDF1,2,5,Salix,1.9,,,,,,,,,,
LDF1,2,5,Salix,0.73,,,,,,,,,,
LDF1,2,5,Salix,0.74,,,,,,,,,,
LDF1,2,5,Salix,0.5,,,,,,,,,,
LDF1,2,5,Salix,0.52,,,,,,,,,,
LDF1,2,5,Salix,0.55,,,,,,,,,,
LDF1,2,5,Salix,0.66,,,,,,,,,,
LDF1,2,5,Betula,0.51,,,,,,,,,,
LDF1,2,5,Betula,0.9,,,,,,,,,,
LDF1,2,5,Betula,0.47,,,,,,,,,,
LDF1,2,5,Salix,1.2,,,,,,,,,,
LDF1,2,5,Betula,0.24,,,,,,,,,,
LDF1,2,5,Betula,0.59,,,,,,,,,,
LDF1,2,5,Betula,0.42,,,,,,,,,,
LDF1,2,5,Betula,0.39,,,,,,,,,,
LDF1,2,5,Betula,0.48,,,,,,,,,,
LDF1,2,5,Betula,0.81,,,,,,,,,,
LDF1,2,5,Betula,0.25,,,,,,,,,,
LDF1,2,5,Betula,0.21,,,,,,,,,,
LDF1,2,5,Betula,0.2,,,,,,,,,,
LDF1,2,5,Betula,0.18,,,,,,,,,,
LDF1,2,5,Betula,0.1,,,,,,,,,,
LDF1,2,5,Betula,0.45,,,,,,,,,,
LDF1,2,5,Betula,0.44,,,,,,,,,,
LDF1,2,5,Betula,0.44,,,,,,,,,,
LDF1,2,5,Betula,0.32,,,,,,,,,,
LDF1,2,5,Betula,0.73,,,,,,,,,,
LDF1,2,5,Betula,0.54,,,,,,,,,,
LDF1,2,5,Betula,0.52,,,,,,,,,,
LDF1,2,5,Betula,0.63,,,,,,,,,,
LDF1,2,5,Betula,0.68,,,,,,,,,,
LDF1,2,5,Betula,0.45,,,,,,,,,,
LDF1,2,5,Betula,0.15,,,,,,,,,,
LDF1,2,5,Betula,0.18,,,,,,,,,,
LDF1,2,5,Betula,0.31,,,,,,,,,,
LDF1,2,5,Betula,0.77,,,,,,,,,,
LDF1,2,5,Betula,0.54,,,,,,,,,,
LDF1,2,5,Salix,0.71,,,,,,,,,,
LDF1,2,5,Betula,0.54,,,,,,,,,,
LDF1,2,5,Betula,0.4,,,,,,,,,,
LDF1,2,5,Betula,0.7,,,,,,,,,,
LDF1,2,5,Betula,0.7,,,,,,,,,,
LDF1,2,5,Betula,0.2,,,,,,,,,,
LDF1,2,5,Betula,0.44,,,,,,,,,,
LDF1,2,5,Betula,0.39,,,,,,,,,,
LDF1,2,5,Betula,0.35,,,,,,,,,,
LDF1,2,5,Betula,0.35,,,,,,,,,,
LDF1,2,5,Betula,0.32,,,,,,,,,,
LDF1,2,5,Betula,0.51,,,,,,,,,,
LDF1,2,5,Betula,0.37,,,,,,,,,,
LDF1,2,5,Betula,0.45,,,,,,,,,,
LDF1,2,5,Betula,0.24,,,,,,,,,,
LDF1,2,5,Betula,0.37,,,,,,,,,,
LDF1,2,5,Betula,0.47,,,,,,,,,,
LDF1,2,5,Salix,0.55,,,,,,,,,,
LDF1,2,5,Betula,0.43,,,,,,,,,,
LDF1,2,5,Betula,0.26,,,,,,,,,,
LDF1,2,5,Betula,0.35,,,,,,,,,,
LDF1,2,5,Betula,0.4,,,,,,,,,,
LDF1,2,5,Betula,0.32,,,,,,,,,,
LDF1,2,5,Betula,0.34,,,,,,,,,,
LDF1,2,5,Betula,0.33,,,,,,,,,,
LDF1,2,5,Betula,0.19,,,,,,,,,,
LDF1,2,5,Betula,0.74,,,,,,,,,,
LDF1,2,5,Betula,0.75,,,,,,,,,,
LDF1,2,5,Betula,0.38,,,,,,,,,,
LDF1,2,5,Betula,0.45,,,,,,,,,,
LDF1,2,5,Betula,0.16,,,,,,,,,,
LDF1,2,5,Betula,0.48,,,,,,,,,,
LDF1,2,5,Betula,0.25,,,,,,,,,,
LDF1,2,5,Betula,0.19,,,,,,,,,,
LDF1,2,5,Betula,0.51,,,,,,,,,,
LDF1,2,5,Betula,0.35,,,,,,,,,,
LDF1,2,5,Betula,0.22,,,,,,,,,,
LDF1,2,5,Betula,0.31,,,,,,,,,,
LDF1,2,5,Betula,0.61,,,,,,,,,,
LDF1,2,5,Betula,0.29,,,,,,,,,,
LDF1,2,5,Betula,0.58,,,,,,,,,,
LDF1,2,5,Betula,0.31,,,,,,,,,,
LDF1,2,5,Betula,0.34,,,,,,,,,,
LDF1,2,5,Betula,0.16,,,,,,,,,,
LDF1,2,5,Betula,0.53,,,,,,,,,,
LDF1,2,5,Betula,0.29,,,,,,,,,,
LDF1,2,5,Betula,0.58,,,,,,,,,,
LDF1,2,5,Betula,0.03,,,,,,,,,,
LDF1,2,5,Betula,0.18,,,,,,,,,,
LDF1,2,5,Betula,0.17,,,,,,,,,,
LDF1,2,5,Betula,0.18,,,,,,,,,,
LDF1,2,5,Betula,0.02,,,,,,,,,,
LDF1,3,5,Salix,0.6,,,,,,,,,,
LDF1,3,5,Betula,1,,,,,,,,,,
LDF1,3,5,Salix,1.05,,,,,,,,,,
LDF1,3,5,Betula,0.5,,,,,,,,,,
LDF1,3,5,Betula,1.36,,,,,,,,,,
LDF1,3,5,Betula,0.33,,,,,,,,,,
LDF1,3,5,Betula,0.95,,,,,,,,,,
LDF1,3,5,Betula,0.33,,,,,,,,,,
LDF1,3,5,Betula,0.32,,,,,,,,,,
LDF1,3,5,Betula,0.66,,,,,,,,,,
LDF1,3,5,Salix,0.75,,,,,,,,,,
LDF1,3,5,Salix,0.7,,,,,,,,,,
LDF1,3,5,Betula,0.37,,,,,,,,,,
LDF1,3,5,Betula,0.64,,,,,,,,,,
LDF1,3,5,Betula,0.65,,,,,,,,,,
LDF1,3,5,Betula,0.91,,,,,,,,,,
LDF1,3,5,Betula,0.3,,,,,,,,,,
LDF1,3,5,Betula,0.29,,,,,,,,,,
LDF1,3,5,Betula,0.75,,,,,,,,,,
LDF1,3,5,Betula,0.71,,,,,,,,,,
LDF1,3,5,Betula,0.99,,,,,,,,,,
LDF1,3,5,Betula,1.01,,,,,,,,,,
LDF1,3,5,Betula,0.65,,,,,,,,,,
LDF1,3,5,Salix,1.25,,,,,,,,,,
LDF1,3,5,Betula,0.45,,,,,,,,,,
LDF1,3,5,Salix,2.5,,,,,,,,,,
LDF1,3,5,Betula,0.94,,,,,,,,,,
LDF1,3,5,Betula,0.95,,,,,,,,,,
LDF1,3,5,Salix,3.2,,,,,,,,,,
LDF1,3,5,Betula,0.9,,,,,,,,,,
LDF1,3,5,Betula,1.7,,,,,,,,,,
LDF1,3,5,Betula,0.2,,,,,,,,,,
LDF1,3,5,Salix,1.15,,,,,,,,,,
LDF1,3,5,Betula,0.6,,,,,,,,,,
LDF1,3,5,Betula,0.9,,,,,,,,,,
LDF1,3,5,Salix,0.22,,,,,,,,,,
LDF1,3,5,Betula,0.89,,,,,,,,,,
LDF1,3,5,Betula,1.3,,,,,,,,,,
LDF1,3,5,Betula,1.39,,,,,,,,,,
LDF1,3,5,Salix,0.51,,,,,,,,,,
LDF1,3,5,Betula,1.06,,,,,,,,,,
LDF1,3,5,Betula,0.75,,,,,,,,,,
LDF1,3,5,Betula,0.82,,,,,,,,,,
LDF1,3,5,Betula,0.7,,,,,,,,,,
LDF1,3,5,Salix,0.33,,,,,,,,,,
LDF1,3,5,Betula,0.52,,,,,,,,,,
LDF1,3,5,Betula,0.85,,,,,,,,,,
LDF1,3,5,Betula,0.4,,,,,,,,,,
LDF1,3,5,Betula,0.75,,,,,,,,,,
LDF1,3,5,Betula,0.53,,,,,,,,,,
LDF1,3,5,Betula,0.6,,,,,,,,,,
LDF1,3,5,Betula,0.71,,,,,,,,,,
LDF1,3,5,Betula,0.33,,,,,,,,,,
LDF1,3,5,Betula,1.1,,,,,,,,,,
LDF1,3,5,Salix,1,,,,,,,,,,
LDF1,3,5,Salix,1.05,,,,,,,,,,
LDF1,3,5,Betula,0.74,,,,,,,,,,
LDF1,3,5,Betula,0.9,,,,,,,,,,
LDF1,3,5,Betula,0.68,,,,,,,,,,
LDF1,3,5,Betula,0.31,,,,,,,,,,
LDF1,3,5,Betula,0.65,,,,,,,,,,
LDF1,3,5,Betula,0.42,,,,,,,,,,
LDF1,3,5,Betula,0.58,,,,,,,,,,
LDF1,3,5,Betula,0.94,,,,,,,,,,
LDF1,3,5,Betula,0.58,,,,,,,,,,
LDF1,3,5,Betula,0.44,,,,,,,,,,
LDF1,3,5,Betula,1.1,,,,,,,,,,
LDF1,3,5,Betula,0.91,,,,,,,,,,
LDF1,3,5,Betula,0.97,,,,,,,,,,
LDF1,3,5,Betula,0.91,,,,,,,,,,
LDF1,3,5,Betula,0.36,,,,,,,,,,
LDF1,3,5,Betula,0.31,,,,,,,,,,
MDF1,1,5,Betula,0.93,,,,,,,,,,
MDF1,1,5,Betula,0.61,,,,,,,,,,
MDF1,1,5,Betula,0.49,,,,,,,,,,
MDF1,1,5,Betula,0.86,,,,,,,,,,
MDF1,1,5,Betula,1.06,,,,,,,,,,
MDF1,1,5,Betula,0.74,,,,,,,,,,
MDF1,1,5,Betula,0.79,,,,,,,,,,
MDF1,1,5,Betula,1.04,,,,,,,,,,
MDF1,1,5,Betula,0.81,,,,,,,,,,
MDF1,1,5,Salix,0.58,,,,,,,,,,
MDF1,1,5,Salix,0.59,,,,,,,,,,
MDF1,1,5,Betula,0.93,,,,,,,,,,
MDF1,1,5,Betula,0.52,,,,,,,,,,
MDF1,1,5,Betula,1.16,,,,,,,,,,
MDF1,1,5,Betula,1.18,,,,,,,,,,
MDF1,1,5,Betula,1.11,,,,,,,,,,
MDF1,1,5,Betula,0.82,,,,,,,,,,
MDF1,1,5,Betula,0.48,,,,,,,,,,
MDF1,1,5,Betula,0.63,,,,,,,,,,
MDF1,1,5,Betula,0.68,,,,,,,,,,
MDF1,1,5,Betula,0.53,,,,,,,,,,
MDF1,1,5,Betula,0.58,,,,,,,,,,
MDF1,1,5,Betula,0.38,,,,,,,,,,
MDF1,1,5,Betula,0.72,,,,,,,,,,
MDF1,1,5,Betula,0.57,,,,,,,,,,
MDF1,1,5,Betula,0.86,,,,,,,,,,
MDF1,1,5,Betula,0.68,,,,,,,,,,
MDF1,1,5,Betula,0.5,,,,,,,,,,
MDF1,1,5,Betula,1.04,,,,,,,,,,
MDF1,1,5,Betula,0.75,,,,,,,,,,
MDF1,1,5,Betula,0.94,,,,,,,,,,
MDF1,1,5,Betula,0.63,,,,,,,,,,
MDF1,1,5,Betula,0.7,,,,,,,,,,
MDF1,1,5,Betula,0.79,,,,,,,,,,
MDF1,1,5,Betula,0.94,,,,,,,,,,
MDF1,1,5,Salix,1.46,,,,,,,,,,
MDF1,1,5,Betula,0.92,,,,,,,,,,
MDF1,1,5,Betula,0.65,,,,,,,,,,
MDF1,1,5,Betula,0.82,,,,,,,,,,
MDF1,1,5,Betula,0.49,,,,,,,,,,
MDF1,1,5,Betula,0.17,,,,,,,,,,
MDF1,1,5,Betula,0.87,,,,,,,,,,
MDF1,1,5,Betula,0.49,,,,,,,,,,
MDF1,1,5,Betula,0.9,,,,,,,,,,
MDF1,1,5,Betula,1.24,,,,,,,,,,
MDF1,1,5,Betula,0.91,,,,,,,,,,
MDF1,1,5,Betula,0.58,,,,,,,,,,
MDF1,1,5,Betula,1.37,,,,,,,,,,
MDF1,1,5,Betula,0.63,,,,,,,,,,
MDF1,1,5,Betula,0.56,,,,,,,,,,
MDF1,1,5,Salix,0.64,,,,,,,,,,
MDF1,1,5,Betula,0.72,,,,,,,,,,
MDF1,1,5,Betula,0.95,,,,,,,,,,
MDF1,1,5,Betula,1.51,,,,,,,,,,
MDF1,1,5,Betula,0.55,,,,,,,,,,
MDF1,1,5,Betula,0.43,,,,,,,,,,
MDF1,1,5,Betula,0.4,,,,,,,,,,
MDF1,1,5,Salix,0.72,,,,,,,,,,
MDF1,1,5,Betula,0.75,,,,,,,,,,
MDF1,1,5,Betula,0.31,,,,,,,,,,
MDF1,1,5,Betula,0.66,,,,,,,,,,
MDF1,1,5,Betula,0.54,,,,,,,,,,
MDF1,1,5,Betula,1.33,,,,,,,,,,
MDF1,1,5,Salix,0.26,,,,,,,,,,
MDF1,1,5,Betula,1.33,,,,,,,,,,
MDF1,1,5,Betula,0.85,,,,,,,,,,
MDF1,1,5,Betula,1.19,,,,,,,,,,
MDF1,1,5,Betula,0.44,,,,,,,,,,
MDF1,1,5,Betula,0.54,,,,,,,,,,
MDF1,1,5,Betula,0.62,,,,,,,,,,
MDF1,1,5,Betula,1.19,,,,,,,,,,
MDF1,1,5,Salix,0.6,,,,,,,,,,
MDF1,1,5,Betula,0.57,,,,,,,,,,
MDF1,1,5,Betula,0.62,,,,,,,,,,
MDF1,1,5,Betula,1.63,,,,,,,,,,
MDF1,1,5,Betula,0.46,,,,,,,,,,
MDF1,1,5,Betula,0.43,,,,,,,,,,
MDF1,1,5,Betula,0.21,,,,,,,,,,
MDF1,1,5,Betula,0.24,,,,,,,,,,
MDF1,1,5,Betula,0.35,,,,,,,,,,
MDF1,1,5,Betula,0.86,,,,,,,,,,
MDF1,1,5,Betula,0.53,,,,,,,,,,
MDF1,1,5,Betula,0.68,,,,,,,,,,
MDF1,2,5,Betula,1.5,,,,,,,,,,
MDF1,2,5,Betula,1.7,,,,,,,,,,
MDF1,2,5,Betula,0.71,,,,,,,,,,
MDF1,2,5,Betula,0.84,,,,,,,,,,
MDF1,2,5,Betula,1.26,,,,,,,,,,
MDF1,2,5,Betula,1.5,,,,,,,,,,
MDF1,2,5,Betula,0.55,,,,,,,,,,
MDF1,2,5,Betula,0.72,,,,,,,,,,
MDF1,2,5,Betula,0.91,,,,,,,,,,
MDF1,2,5,Betula,1,,,,,,,,,,
MDF1,2,5,Salix,1.5,,,,,,,,,,
MDF1,2,5,Salix,0.42,,,,,,,,,,
MDF1,2,5,Salix,0.71,,,,,,,,,,
MDF1,2,5,Salix,0.6,,,,,,,,,,
MDF1,2,5,Salix,0.38,,,,,,,,,,
MDF1,2,5,Salix,0.73,,,,,,,,,,
MDF1,2,5,Salix,0.95,,,,,,,,,,
MDF1,2,5,Salix,0.75,,,,,,,,,,
MDF1,2,5,Salix,0.23,,,,,,,,,,
MDF1,2,5,Salix,0.35,,,,,,,,,,
MDF1,2,5,Betula,0.58,,,,,,,,,,
MDF1,2,5,Betula,0.36,,,,,,,,,,
MDF1,2,5,Betula,0.87,,,,,,,,,,
MDF1,2,5,Betula,0.45,,,,,,,,,,
MDF1,2,5,Betula,0.15,,,,,,,,,,
MDF1,2,5,Betula,0.38,,,,,,,,,,
MDF1,2,5,Betula,0.55,,,,,,,,,,
MDF1,2,5,Betula,0.42,,,,,,,,,,
MDF1,2,5,Betula,0.28,,,,,,,,,,
MDF1,2,5,Betula,0.2,,,,,,,,,,
MDF1,2,5,Betula,0.48,,,,,,,,,,
MDF1,2,5,Salix,0.84,,,,,,,,,,
MDF1,2,5,Salix,1.75,,,,,,,,,,
MDF1,2,5,Salix,1.1,,,,,,,,,,
MDF1,2,5,Salix,1.3,,,,,,,,,,
MDF1,2,5,Salix,0.9,,,,,,,,,,
MDF1,2,5,Salix,0.16,,,,,,,,,,
MDF1,2,5,Salix,0.2,,,,,,,,,,
MDF1,2,5,Salix,0.3,,,,,,,,,,
MDF1,2,5,Salix,0.54,,,,,,,,,,
MDF1,2,5,Betula,0.45,,,,,,,,,,
MDF1,2,5,Betula,0.4,,,,,,,,,,
MDF1,2,5,Betula,0.2,,,,,,,,,,
MDF1,2,5,Betula,0.5,,,,,,,,,,
MDF1,2,5,Betula,0.05,,,,,,,,,,
MDF1,2,5,Betula,0.25,,,,,,,,,,
MDF1,2,5,Betula,0.28,,,,,,,,,,
MDF1,2,5,Betula,0.64,,,,,,,,,,
MDF1,2,5,Betula,0.96,,,,,,,,,,
MDF1,2,5,Betula,0.25,,,,,,,,,,
MDF1,2,5,Betula,0.5,,,,,,,,,,
MDF1,2,5,Betula,0.9,,,,,,,,,,
MDF1,2,5,Betula,1.25,,,,,,,,,,
MDF1,2,5,Betula,1.85,,,,,,,,,,
MDF1,2,5,Betula,0.4,,,,,,,,,,
MDF1,2,5,Betula,1.44,,,,,,,,,,
MDF1,2,5,Salix,0.43,,,,,,,,,,
MDF1,2,5,Betula,0.68,,,,,,,,,,
MDF1,3,5,Betula,1.61,,,,,,,,,,
MDF1,3,5,Betula,1.87,,,,,,,,,,
MDF1,3,5,Betula,0.68,,,,,,,,,,
MDF1,3,5,Salix,0.55,,,,,,,,,,
MDF1,3,5,Betula,0.52,,,,,,,,,,
MDF1,3,5,Betula,0.37,,,,,,,,,,
MDF1,3,5,Betula,1.06,,,,,,,,,,
MDF1,3,5,Betula,0.39,,,,,,,,,,
MDF1,3,5,Salix,0.73,,,,,,,,,,
MDF1,3,5,Betula,0.37,,,,,,,,,,
MDF1,3,5,Betula,0.67,,,,,,,,,,
MDF1,3,5,Betula,0.64,,,,,,,,,,
MDF1,3,5,Betula,0.15,,,,,,,,,,
MDF1,3,5,Betula,1.27,,,,,,,,,,
MDF1,3,5,Betula,0.36,,,,,,,,,,
MDF1,3,5,Betula,0.79,,,,,,,,,,
MDF1,3,5,Betula,0.55,,,,,,,,,,
MDF1,3,5,Salix,1.05,,,,,,,,,,
MDF1,3,5,Betula,0.38,,,,,,,,,,
MDF1,3,5,Betula,0.88,,,,,,,,,,
MDF1,3,5,Betula,0.76,,,,,,,,,,
MDF1,3,5,Betula,0.6,,,,,,,,,,
MDF1,3,5,Betula,0.58,,,,,,,,,,
MDF1,3,5,Betula,0.47,,,,,,,,,,
MDF1,3,5,Salix,0.73,,,,,,,,,,
MDF1,3,5,Salix,0.44,,,,,,,,,,
MDF1,3,5,Betula,0.54,,,,,,,,,,
MDF1,3,5,Betula,0.51,,,,,,,,,,
MDF1,3,5,Betula,0.93,,,,,,,,,,
MDF1,3,5,Betula,0.82,,,,,,,,,,
MDF1,3,5,Betula,1,,,,,,,,,,
MDF1,3,5,Salix,0.55,,,,,,,,,,
MDF1,3,5,Betula,0.89,,,,,,,,,,
MDF1,3,5,Betula,0.98,,,,,,,,,,
MDF1,3,5,Betula,0.88,,,,,,,,,,
MDF1,3,5,Betula,0.41,,,,,,,,,,
MDF1,3,5,Betula,1.1,,,,,,,,,,
MDF1,3,5,Betula,0.68,,,,,,,,,,
MDF1,3,5,Betula,0.5,,,,,,,,,,
MDF1,3,5,Betula,0.6,,,,,,,,,,
MDF1,3,5,Betula,0.42,,,,,,,,,,
MDF1,3,5,Betula,0.5,,,,,,,,,,
MDF1,3,5,Betula,0.5,,,,,,,,,,
MDF1,3,5,Betula,1.32,,,,,,,,,,
MDF1,3,5,Betula,0.54,,,,,,,,,,
MDF1,3,5,Betula,0.5,,,,,,,,,,
MDF1,3,5,Betula,0.21,,,,,,,,,,
MDF1,3,5,Betula,0.18,,,,,,,,,,
MDF1,3,5,Betula,0.72,,,,,,,,,,
MDF1,3,5,Betula,0.92,,,,,,,,,,
LDF2,1,5,Betula,0.51,,,,,,,,,,
LDF2,1,5,Betula,0.45,,,,,,,,,,
LDF2,1,5,Betula,0.56,,,,,,,,,,
LDF2,1,5,Salix,0.55,,,,,,,,,,
LDF2,1,5,Salix,0.56,,,,,,,,,,
LDF2,1,5,Betula,1.2,,,,,,,,,,
LDF2,1,5,Betula,0.66,,,,,,,,,,
LDF2,1,5,Betula,0.49,,,,,,,,,,
LDF2,1,5,Betula,0.12,,,,,,,,,,
LDF2,1,5,Betula,0.42,,,,,,,,,,
LDF2,1,5,Betula,0.56,,,,,,,,,,
LDF2,1,5,Betula,0.39,,,,,,,,,,
LDF2,1,5,Salix,0.68,,,,,,,,,,
LDF2,1,5,Salix,0.79,,,,,,,,,,
LDF2,1,5,Salix,0.5,,,,,,,,,,
LDF2,1,5,Salix,0.4,,,,,,,,,,
LDF2,1,5,Betula,1.27,,,,,,,,,,
LDF2,1,5,Betula,0.9,,,,,,,,,,
LDF2,1,5,Betula,0.77,,,,,,,,,,
LDF2,1,5,Betula,0.6,,,,,,,,,,
LDF2,1,5,Salix,0.19,,,,,,,,,,
LDF2,1,5,Salix,0.12,,,,,,,,,,
LDF2,1,5,Salix,0.29,,,,,,,,,,
LDF2,1,5,Betula,0.55,,,,,,,,,,
LDF2,1,5,Betula,0.69,,,,,,,,,,
LDF2,1,5,Betula,0.94,,,,,,,,,,
LDF2,1,5,Salix,0.23,,,,,,,,,,
LDF2,1,5,Salix,0.1,,,,,,,,,,
LDF2,1,5,Salix,0.44,,,,,,,,,,
LDF2,1,5,Betula,0.65,,,,,,,,,,
LDF2,1,5,Betula,1.19,,,,,,,,,,
LDF2,1,5,Betula,1.14,,,,,,,,,,
LDF2,1,5,Betula,0.14,,,,,,,,,,
LDF2,1,5,Salix,0.65,,,,,,,,,,
LDF2,1,5,Betula,1.01,,,,,,,,,,
LDF2,1,5,Betula,0.85,,,,,,,,,,
LDF2,1,5,Betula,0.65,,,,,,,,,,
LDF2,1,5,Betula,1,,,,,,,,,,
LDF2,1,5,Betula,0.91,,,,,,,,,,
LDF2,1,5,Betula,0.9,,,,,,,,,,
LDF2,1,5,Betula,0.52,,,,,,,,,,
LDF2,1,5,Betula,0.55,,,,,,,,,,
LDF2,1,5,Betula,0.95,,,,,,,,,,
LDF2,1,5,Betula,0.79,,,,,,,,,,
LDF2,1,5,Betula,0.45,,,,,,,,,,
LDF2,1,5,Betula,0.61,,,,,,,,,,
LDF2,1,5,Betula,0.38,,,,,,,,,,
LDF2,1,5,Betula,0.58,,,,,,,,,,
LDF2,1,5,Betula,0.61,,,,,,,,,,
LDF2,1,5,Betula,0.7,,,,,,,,,,
LDF2,1,5,Betula,1.25,,,,,,,,,,
LDF2,1,5,Betula,0.45,,,,,,,,,,
LDF2,1,5,Betula,0.45,,,,,,,,,,
LDF2,1,5,Salix,0.99,,,,,,,,,,
LDF2,1,5,Betula,0.65,,,,,,,,,,
LDF2,1,5,Betula,0.5,,,,,,,,,,
LDF2,1,5,Betula,0.77,,,,,,,,,,
LDF2,1,5,Betula,0.95,,,,,,,,,,
LDF2,1,5,Betula,0.67,,,,,,,,,,
LDF2,1,5,Betula,0.61,,,,,,,,,,
LDF2,1,5,Betula,0.69,,,,,,,,,,
LDF2,1,5,Betula,0.67,,,,,,,,,,
LDF2,1,5,Betula,0.27,,,,,,,,,,
LDF2,1,5,Betula,0.75,,,,,,,,,,
LDF2,1,5,Betula,0.4,,,,,,,,,,
LDF2,1,5,Betula,1.06,,,,,,,,,,
LDF2,1,5,Salix,0.55,,,,,,,,,,
LDF2,1,5,Betula,0.7,,,,,,,,,,
LDF2,1,5,Betula,0.82,,,,,,,,,,
LDF2,1,5,Betula,0.31,,,,,,,,,,
LDF2,1,5,Betula,1.05,,,,,,,,,,
LDF2,1,5,Betula,1,,,,,,,,,,
LDF2,1,5,Betula,0.93,,,,,,,,,,
LDF2,1,5,Salix,0.8,,,,,,,,,,
LDF2,1,5,Betula,0.65,,,,,,,,,,
LDF2,1,5,Betula,1.4,,,,,,,,,,
LDF2,1,5,Betula,0.84,,,,,,,,,,
LDF2,1,5,Betula,0.99,,,,,,,,,,
LDF2,1,5,Betula,0.55,,,,,,,,,,
LDF2,1,5,Betula,0.95,,,,,,,,,,
LDF2,1,5,Betula,0.8,,,,,,,,,,
LDF2,1,5,Betula,0.95,,,,,,,,,,
LDF2,1,5,Betula,0.65,,,,,,,,,,
LDF2,1,5,Betula,0.8,,,,,,,,,,
LDF2,1,5,Betula,0.57,,,,,,,,,,
LDF2,1,5,Betula,0.67,,,,,,,,,,
LDF2,1,5,Salix,0.2,,,,,,,,,,
LDF2,1,5,Betula,0.6,,,,,,,,,,
LDF2,1,5,Salix,0.46,,,,,,,,,,
LDF2,1,5,Salix,0.26,,,,,,,,,,
LDF2,1,5,Betula,0.76,,,,,,,,,,
LDF2,1,5,Betula,0.5,,,,,,,,,,
LDF2,1,5,Betula,0.6,,,,,,,,,,
LDF2,1,5,Salix,0.34,,,,,,,,,,
