Site,Plot,Area Sampled (m2),Species,BD_cm,,,,,,,,,,
LDF2,1,5,Salix,0.74,,,,,,,,,,
LDF2,1,5,Salix,0.56,,,,,,,,,,
LDF2,1,5,Betula,0.6,,,,,,,,,,
LDF2,1,5,Betula,0.59,,,,,,,,,,
LDF2,1,5,Betula,0.8,,,,,,,,,,
LDF2,1,5,Betula,1.05,,,,,,,,,,
LDF2,1,5,Salix,1,,,,,,,,,,
LDF2,1,5,Salix,0.26,,,,,,,,,,
LDF2,1,5,Betula,0.66,,,,,,,,,,
LDF2,1,5,Betula,0.8,,,,,,,,,,
LDF2,1,5,Betula,0.65,,,,,,,,,,
LDF2,1,5,Betula,0.65,,,,,,,,,,
LDF2,1,5,Salix,1.49,,,,,,,,,,
LDF2,1,5,Betula,0.75,,,,,,,,,,
LDF2,1,5,Betula,0.26,,,,,,,,,,
LDF2,1,5,Betula,0.39,,,,,,,,,,
LDF2,1,5,Betula,0.56,,,,,,,,,,
LDF2,1,5,Betula,0.34,,,,,,,,,,
LDF2,1,5,Betula,0.37,,,,,,,,,,
LDF2,1,5,Betula,0.75,,,,,,,,,,
LDF2,1,5,Betula,0.55,,,,,,,,,,
LDF2,1,5,Betula,1.11,,,,,,,,,,
LDF2,1,5,Betula,0.95,,,,,,,,,,
LDF2,1,5,Betula,0.95,,,,,,,,,,
LDF2,1,5,Betula,0.5,,,,,,,,,,
LDF2,1,5,Betula,0.44,,,,,,,,,,
LDF2,1,5,Betula,0.41,,,,,,,,,,
LDF2,1,5,Betula,0.91,,,,,,,,,,
LDF2,1,5,Betula,0.96,,,,,,,,,,
LDF2,1,5,Betula,0.69,,,,,,,,,,
LDF2,1,5,Betula,0.64,,,,,,,,,,
LDF2,1,5,Betula,0.6,,,,,,,,,,
LDF2,1,5,Betula,1.05,,,,,,,,,,
LDF2,1,5,Betula,0.5,,,,,,,,,,
LDF2,1,5,Betula,0.7,,,,,,,,,,
LDF2,1,5,Salix,0.56,,,,,,,,,,
LDF2,1,5,Betula,0.29,,,,,,,,,,
LDF2,1,5,Betula,0.29,,,,,,,,,,
LDF2,1,5,Betula,0.85,,,,,,,,,,
LDF2,1,5,Betula,0.89,,,,,,,,,,
LDF2,1,5,Salix,0.4,,,,,,,,,,
LDF2,1,5,Betula,1.14,,,,,,,,,,
LDF2,1,5,Betula,0.35,,,,,,,,,,
LDF2,1,5,Betula,0.83,,,,,,,,,,
LDF2,1,5,Salix,0.29,,,,,,,,,,
LDF2,1,5,Betula,0.59,,,,,,,,,,
LDF2,1,5,Betula,0.65,,,,,,,,,,
LDF2,1,5,Betula,0.85,,,,,,,,,,
LDF2,1,5,Betula,0.52,,,,,,,,,,
LDF2,1,5,Betula,0.93,,,,,,,,,,
LDF2,1,5,Betula,0.72,,,,,,,,,,
LDF2,1,5,Betula,1.14,,,,,,,,,,
LDF2,1,5,Betula,0.6,,,,,,,,,,
LDF2,1,5,Betula,0.81,,,,,,,,,,
LDF2,1,5,Betula,0.89,,,,,,,,,,
LDF2,1,5,Betula,0.31,,,,,,,,,,
LDF2,1,5,Betula,0.29,,,,,,,,,,
LDF2,1,5,Betula,0.24,,,,,,,,,,
LDF2,1,5,Betula,0.19,,,,,,,,,,
LDF2,1,5,Salix,0.25,,,,,,,,,,
LDF2,2,5,Betula,0.34,,,,,,,,,,
LDF2,2,5,Betula,0.11,,,,,,,,,,
LDF2,2,5,Betula,0.25,,,,,,,,,,
LDF2,2,5,Betula,0.78,,,,,,,,,,
LDF2,2,5,Betula,0.24,,,,,,,,,,
LDF2,2,5,Betula,0.95,,,,,,,,,,
LDF2,2,5,Betula,0.81,,,,,,,,,,
LDF2,2,5,Betula,0.64,,,,,,,,,,
LDF2,2,5,Betula,0.47,,,,,,,,,,
LDF2,2,5,Salix,0.06,,,,,,,,,,
LDF2,2,5,Salix,0.13,,,,,,,,,,
LDF2,2,5,Betula,0.63,,,,,,,,,,
LDF2,2,5,Salix,0.25,,,,,,,,,,
LDF2,2,5,Betula,0.82,,,,,,,,,,
LDF2,2,5,Betula,0.74,,,,,,,,,,
LDF2,2,5,Betula,0.49,,,,,,,,,,
LDF2,2,5,Betula,0.25,,,,,,,,,,
LDF2,2,5,Betula,0.51,,,,,,,,,,
LDF2,2,5,Salix,0.03,,,,,,,,,,
LDF2,2,5,Salix,0.2,,,,,,,,,,
LDF2,2,5,Betula,0.32,,,,,,,,,,
LDF2,2,5,Salix,0.16,,,,,,,,,,
LDF2,2,5,Betula,0.53,,,,,,,,,,
LDF2,2,5,Salix,0.55,,,,,,,,,,
LDF2,2,5,Betula,0.9,,,,,,,,,,
LDF2,2,5,Betula,0.95,,,,,,,,,,
LDF2,2,5,Betula,0.54,,,,,,,,,,
LDF2,2,5,Betula,0.41,,,,,,,,,,
LDF2,2,5,Betula,0.53,,,,,,,,,,
LDF2,2,5,Betula,0.49,,,,,,,,,,
LDF2,2,5,Salix,0.23,,,,,,,,,,
LDF2,2,5,Betula,0.28,,,,,,,,,,
LDF2,2,5,Betula,0.29,,,,,,,,,,
LDF2,2,5,Betula,0.12,,,,,,,,,,
LDF2,2,5,Betula,0.28,,,,,,,,,,
LDF2,2,5,Betula,0.45,,,,,,,,,,
LDF2,2,5,Betula,0.46,,,,,,,,,,
LDF2,2,5,Betula,0.44,,,,,,,,,,
LDF2,2,5,Betula,0.44,,,,,,,,,,
LDF2,2,5,Betula,0.33,,,,,,,,,,
LDF2,2,5,Betula,0.45,,,,,,,,,,
LDF2,2,5,Betula,0.12,,,,,,,,,,
LDF2,2,5,Betula,0.51,,,,,,,,,,
LDF2,2,5,Betula,0.44,,,,,,,,,,
LDF2,2,5,Betula,0.78,,,,,,,,,,
LDF2,2,5,Betula,0.28,,,,,,,,,,
LDF2,2,5,Betula,0.14,,,,,,,,,,
LDF2,2,5,Betula,0.6,,,,,,,,,,
LDF2,2,5,Betula,0.55,,,,,,,,,,
LDF2,2,5,Betula,0.22,,,,,,,,,,
LDF2,2,5,Betula,0.21,,,,,,,,,,
LDF2,2,5,Betula,0.22,,,,,,,,,,
LDF2,2,5,Betula,0.24,,,,,,,,,,
LDF2,2,5,Betula,0.4,,,,,,,,,,
LDF2,2,5,Betula,0.44,,,,,,,,,,
LDF2,2,5,Betula,0.34,,,,,,,,,,
LDF2,2,5,Betula,0.26,,,,,,,,,,
LDF2,2,5,Betula,0.54,,,,,,,,,,
LDF2,2,5,Betula,0.34,,,,,,,,,,
LDF2,2,5,Betula,0.85,,,,,,,,,,
LDF2,2,5,Betula,0.58,,,,,,,,,,
LDF2,2,5,Betula,0.46,,,,,,,,,,
LDF2,2,5,Betula,0.37,,,,,,,,,,
LDF2,2,5,Betula,0.22,,,,,,,,,,
LDF2,2,5,Betula,0.19,,,,,,,,,,
LDF2,2,5,Betula,0.62,,,,,,,,,,
LDF2,2,5,Betula,0.34,,,,,,,,,,
LDF2,2,5,Betula,0.2,,,,,,,,,,
LDF2,2,5,Betula,0.09,,,,,,,,,,
LDF2,2,5,Salix,0.7,,,,,,,,,,
LDF2,2,5,Betula,0.65,,,,,,,,,,
LDF2,2,5,Betula,0.24,,,,,,,,,,
LDF2,2,5,Betula,0.4,,,,,,,,,,
LDF2,2,5,Betula,0.09,,,,,,,,,,
LDF2,2,5,Betula,0.02,,,,,,,,,,
LDF2,2,5,Betula,0.65,,,,,,,,,,
LDF2,2,5,Betula,0.21,,,,,,,,,,
LDF2,2,5,Betula,0.84,,,,,,,,,,
LDF2,2,5,Betula,0.89,,,,,,,,,,
LDF2,2,5,Salix,0.72,,,,,,,,,,
LDF2,2,5,Betula,1.02,,,,,,,,,,
LDF2,2,5,Betula,0.46,,,,,,,,,,
LDF2,2,5,Betula,0.28,,,,,,,,,,
LDF2,2,5,Betula,0.44,,,,,,,,,,
LDF2,2,5,Betula,0.34,,,,,,,,,,
LDF2,2,5,Betula,0.72,,,,,,,,,,
LDF2,2,5,Betula,1.31,,,,,,,,,,
LDF2,2,5,Betula,0.44,,,,,,,,,,
LDF2,2,5,Betula,0.38,,,,,,,,,,
LDF2,2,5,Betula,0.42,,,,,,,,,,
LDF2,2,5,Betula,0.76,,,,,,,,,,
LDF2,2,5,Betula,0.73,,,,,,,,,,
LDF2,2,5,Betula,0.33,,,,,,,,,,
LDF2,2,5,Betula,0.46,,,,,,,,,,
LDF2,2,5,Betula,0.44,,,,,,,,,,
LDF2,2,5,Betula,0.41,,,,,,,,,,
LDF2,2,5,Betula,0.49,,,,,,,,,,
LDF2,2,5,Betula,0.44,,,,,,,,,,
LDF2,2,5,Betula,0.46,,,,,,,,,,
LDF2,2,5,Betula,0.26,,,,,,,,,,
LDF2,2,5,Betula,0.63,,,,,,,,,,
LDF2,2,5,Betula,0.71,,,,,,,,,,
LDF2,2,5,Betula,0.69,,,,,,,,,,
LDF2,2,5,Betula,0.36,,,,,,,,,,
LDF2,2,5,Betula,0.94,,,,,,,,,,
LDF2,2,5,Betula,0.3,,,,,,,,,,
LDF2,2,5,Betula,0.24,,,,,,,,,,
LDF2,2,5,Betula,0.81,,,,,,,,,,
LDF2,2,5,Betula,1.16,,,,,,,,,,
LDF2,2,5,Betula,0.48,,,,,,,,,,
LDF2,2,5,Betula,0.49,,,,,,,,,,
LDF2,2,5,Betula,0.39,,,,,,,,,,
LDF2,2,5,Betula,0.64,,,,,,,,,,
LDF2,2,5,Betula,1.24,,,,,,,,,,
LDF2,2,5,Betula,0.29,,,,,,,,,,
LDF2,2,5,Betula,0.31,,,,,,,,,,
LDF2,2,5,Betula,0.49,,,,,,,,,,
LDF2,2,5,Betula,0.95,,,,,,,,,,
LDF2,2,5,Betula,0.56,,,,,,,,,,
LDF2,2,5,Betula,0.07,,,,,,,,,,
LDF2,2,5,Betula,0.26,,,,,,,,,,
LDF2,2,5,Betula,0.26,,,,,,,,,,
LDF2,2,5,Betula,0.32,,,,,,,,,,
LDF2,2,5,Betula,0.54,,,,,,,,,,
LDF2,2,5,Betula,0.95,,,,,,,,,,
LDF2,2,5,Betula,0.86,,,,,,,,,,
LDF2,2,5,Betula,0.55,,,,,,,,,,
LDF2,2,5,Betula,1,,,,,,,,,,
LDF2,2,5,Betula,0.72,,,,,,,,,,
LDF2,2,5,Salix,0.44,,,,,,,,,,
LDF2,2,5,Salix,0.58,,,,,,,,,,
LDF2,2,5,Betula,0.67,,,,,,,,,,
LDF2,2,5,Betula,1.43,,,,,,,,,,
LDF2,2,5,Betula,1.22,,,,,,,,,,
LDF2,2,5,Betula,1,,,,,,,,,,
LDF2,2,5,Betula,0.98,,,,,,,,,,
LDF2,2,5,Betula,0.59,,,,,,,,,,
LDF2,2,5,Betula,0.1,,,,,,,,,,
LDF2,2,5,Betula,0.36,,,,,,,,,,
LDF2,2,5,Betula,0.46,,,,,,,,,,
LDF2,2,5,Betula,0.39,,,,,,,,,,
LDF2,2,5,Betula,0.74,,,,,,,,,,
LDF2,2,5,Betula,1.02,,,,,,,,,,
LDF2,2,5,Betula,0.36,,,,,,,,,,
LDF2,2,5,Betula,0.44,,,,,,,,,,
LDF2,2,5,Betula,0.48,,,,,,,,,,
LDF2,2,5,Betula,0.31,,,,,,,,,,
LDF2,2,5,Salix,0.54,,,,,,,,,,
LDF2,2,5,Betula,0.29,,,,,,,,,,
LDF2,2,5,Betula,0.26,,,,,,,,,,
LDF2,2,5,Betula,0.27,,,,,,,,,,
LDF2,2,5,Betula,0.34,,,,,,,,,,
LDF2,2,5,Betula,0.67,,,,,,,,,,
LDF2,3,5,Salix,0.09,,,,,,,,,,
LDF2,3,5,Salix,0.52,,,,,,,,,,
LDF2,3,5,Betula,0.65,,,,,,,,,,
LDF2,3,5,Betula,0.82,,,,,,,,,,
LDF2,3,5,Betula,1.06,,,,,,,,,,
LDF2,3,5,Betula,0.72,,,,,,,,,,
LDF2,3,5,Betula,0.46,,,,,,,,,,
LDF2,3,5,Betula,0.81,,,,,,,,,,
LDF2,3,5,Salix,0.58,,,,,,,,,,
LDF2,3,5,Betula,0.49,,,,,,,,,,
LDF2,3,5,Betula,1.21,,,,,,,,,,
LDF2,3,5,Betula,0.96,,,,,,,,,,
LDF2,3,5,Betula,0.31,,,,,,,,,,
LDF2,3,5,Betula,0.59,,,,,,,,,,
LDF2,3,5,Betula,0.73,,,,,,,,,,
LDF2,3,5,Betula,0.41,,,,,,,,,,
LDF2,3,5,Salix,0.34,,,,,,,,,,
LDF2,3,5,Salix,0.43,,,,,,,,,,
LDF2,3,5,Betula,0.59,,,,,,,,,,
LDF2,3,5,Salix,0.51,,,,,,,,,,
LDF2,3,5,Betula,1.19,,,,,,,,,,
LDF2,3,5,Betula,0.36,,,,,,,,,,
LDF2,3,5,Betula,0.57,,,,,,,,,,
LDF2,3,5,Betula,0.82,,,,,,,,,,
LDF2,3,5,Betula,0.83,,,,,,,,,,
LDF2,3,5,Betula,0.96,,,,,,,,,,
LDF2,3,5,Betula,0.64,,,,,,,,,,
LDF2,3,5,Betula,0.81,,,,,,,,,,
LDF2,3,5,Betula,0.65,,,,,,,,,,
LDF2,3,5,Betula,0.61,,,,,,,,,,
LDF2,3,5,Betula,0.29,,,,,,,,,,
LDF2,3,5,Betula,0.19,,,,,,,,,,
LDF2,3,5,Betula,0.04,,,,,,,,,,
LDF2,3,5,Betula,0.39,,,,,,,,,,
LDF2,3,5,Betula,0.33,,,,,,,,,,
LDF2,3,5,Salix,0.79,,,,,,,,,,
LDF2,3,5,Betula,0.65,,,,,,,,,,
LDF2,3,5,Betula,0.95,,,,,,,,,,
LDF2,3,5,Betula,0.56,,,,,,,,,,
LDF2,3,5,Betula,0.41,,,,,,,,,,
LDF2,3,5,Betula,0.42,,,,,,,,,,
LDF2,3,5,Betula,0.24,,,,,,,,,,
LDF2,3,5,Betula,0.69,,,,,,,,,,
LDF2,3,5,Betula,0.39,,,,,,,,,,
LDF2,3,5,Betula,0.56,,,,,,,,,,
LDF2,3,5,Betula,0.47,,,,,,,,,,
LDF2,3,5,Betula,0.35,,,,,,,,,,
LDF2,3,5,Betula,0.4,,,,,,,,,,
LDF2,3,5,Betula,0.52,,,,,,,,,,
LDF2,3,5,Betula,0.46,,,,,,,,,,
LDF2,3,5,Betula,0.24,,,,,,,,,,
LDF2,3,5,Betula,0.67,,,,,,,,,,
LDF2,3,5,Betula,0.29,,,,,,,,,,
LDF2,3,5,Betula,0.38,,,,,,,,,,
LDF2,3,5,Betula,1.04,,,,,,,,,,
LDF2,3,5,Betula,0.96,,,,,,,,,,
LDF2,3,5,Betula,0.58,,,,,,,,,,
LDF2,3,5,Betula,0.49,,,,,,,,,,
LDF2,3,5,Betula,0.26,,,,,,,,,,
LDF2,3,5,Betula,0.26,,,,,,,,,,
LDF2,3,5,Betula,0.56,,,,,,,,,,
LDF2,3,5,Betula,0.32,,,,,,,,,,
LDF2,3,5,Betula,0.14,,,,,,,,,,
LDF2,3,5,Betula,0.21,,,,,,,,,,
LDF2,3,5,Salix,0.47,,,,,,,,,,
LDF2,3,5,Betula,0.7,,,,,,,,,,
LDF2,3,5,Betula,0.66,,,,,,,,,,
LDF2,3,5,Betula,0.68,,,,,,,,,,
LDF2,3,5,Betula,0.64,,,,,,,,,,
LDF2,3,5,Betula,0.58,,,,,,,,,,
LDF2,3,5,Betula,0.49,,,,,,,,,,
LDF2,3,5,Betula,0.86,,,,,,,,,,
LDF2,3,5,Salix,0.48,,,,,,,,,,
LDF2,3,5,Salix,0.84,,,,,,,,,,
LDF2,3,5,Betula,0.94,,,,,,,,,,
LDF2,3,5,Betula,0.56,,,,,,,,,,
LDF2,3,5,Betula,1.29,,,,,,,,,,
LDF2,3,5,Betula,1,,,,,,,,,,
LDF2,3,5,Betula,0.44,,,,,,,,,,
LDF2,3,5,Betula,0.84,,,,,,,,,,
LDF2,3,5,Betula,0.71,,,,,,,,,,
LDF2,3,5,Betula,0.89,,,,,,,,,,
LDF2,3,5,Betula,1.21,,,,,,,,,,
LDF2,3,5,Betula,0.41,,,,,,,,,,
LDF2,3,5,Betula,1.14,,,,,,,,,,
LDF2,3,5,Betula,0.45,,,,,,,,,,
LDF2,3,5,Betula,0.41,,,,,,,,,,
LDF2,3,5,Betula,0.89,,,,,,,,,,
LDF2,3,5,Betula,0.08,,,,,,,,,,
HDF1,3,5,Betula,0.23,,,,,,,,,,
HDF1,3,5,Salix,0.32,,,,,,,,,,
HDF1,3,5,Salix,0.21,,,,,,,,,,
HDF1,3,5,Salix,0.4,,,,,,,,,,
HDF1,3,5,Salix,0.39,,,,,,,,,,
HDF1,3,5,Salix,0.26,,,,,,,,,,
HDF1,3,5,Betula,0.24,,,,,,,,,,
HDF1,3,5,Betula,1.34,,,,,,,,,,
HDF1,3,5,Betula,0.67,,,,,,,,,,
HDF1,3,5,Betula,0.79,,,,,,,,,,
HDF1,3,5,Betula,0.64,,,,,,,,,,
HDF1,3,5,Betula,1.69,,,,,,,,,,
HDF1,3,5,Betula,0.99,,,,,,,,,,
HDF1,3,5,Betula,0.39,,,,,,,,,,
HDF1,3,5,Betula,0.34,,,,,,,,,,
HDF1,3,5,Betula,0.49,,,,,,,,,,
HDF1,3,5,Betula,0.42,,,,,,,,,,
HDF1,3,5,Betula,0.33,,,,,,,,,,
HDF1,3,5,Betula,0.17,,,,,,,,,,
HDF1,3,5,Betula,0.28,,,,,,,,,,
HDF1,3,5,Betula,0.4,,,,,,,,,,
HDF1,3,5,Betula,0.22,,,,,,,,,,
HDF1,3,5,Betula,0.27,,,,,,,,,,
HDF1,3,5,Betula,2.8,,,,,,,,,,
HDF1,3,5,Betula,0.97,,,,,,,,,,
HDF1,2,5,Salix,0.14,,,,,,,,,,
HDF1,2,5,Salix,0.11,,,,,,,,,,
HDF1,2,5,Salix,0.88,,,,,,,,,,
HDF1,2,5,Betula,0.44,,,,,,,,,,
HDF1,2,5,Betula,0.25,,,,,,,,,,
HDF1,2,5,Betula,1.15,,,,,,,,,,
HDF1,2,5,Betula,0.65,,,,,,,,,,
HDF1,2,5,Betula,1.1,,,,,,,,,,
HDF1,2,5,Betula,0.42,,,,,,,,,,
HDF1,2,5,Betula,0.95,,,,,,,,,,
HDF1,2,5,Betula,0.67,,,,,,,,,,
HDF1,2,5,Betula,0.71,,,,,,,,,,
HDF1,2,5,Betula,0.27,,,,,,,,,,
HDF1,2,5,Salix,0.58,,,,,,,,,,
HDF1,2,5,Betula,0.26,,,,,,,,,,
HDF1,2,5,Salix,0.46,,,,,,,,,,
HDF1,2,5,Betula,0.29,,,,,,,,,,
HDF1,2,5,Betula,0.22,,,,,,,,,,
HDF1,2,5,Betula,0.47,,,,,,,,,,
HDF1,2,5,Salix,0.34,,,,,,,,,,
HDF1,2,5,Betula,0.16,,,,,,,,,,
HDF1,2,5,Salix,0.13,,,,,,,,,,
HDF1,2,5,Betula,0.24,,,,,,,,,,
HDF1,2,5,Salix,0.57,,,,,,,,,,
HDF1,2,5,Betula,0.23,,,,,,,,,,
HDF1,2,5,Salix,0.74,,,,,,,,,,
HDF1,2,5,Salix,0.26,,,,,,,,,,
HDF1,2,5,Salix,0.12,,,,,,,,,,
HDF1,2,5,Betula,0.19,,,,,,,,,,
HDF1,2,5,Salix,1.34,,,,,,,,,,
HDF1,2,5,Betula,0.18,,,,,,,,,,
HDF1,2,5,Betula,0.56,,,,,,,,,,
HDF1,2,5,Salix,0.26,,,,,,,,,,
HDF1,2,5,Betula,0.18,,,,,,,,,,
HDF1,2,5,Betula,1.37,,,,,,,,,,
HDF1,2,5,Betula,0.35,,,,,,,,,,
HDF1,2,5,Salix,0.16,,,,,,,,,,
HDF1,2,5,Betula,0.16,,,,,,,,,,
HDF1,2,5,Betula,0.55,,,,,,,,,,
HDF1,2,5,Betula,0.75,,,,,,,,,,
HDF1,2,5,Betula,0.48,,,,,,,,,,
HDF1,2,5,Betula,0.5,,,,,,,,,,
HDF1,2,5,Betula,0.16,,,,,,,,,,
HDF1,2,5,Betula,0.12,,,,,,,,,,
HDF1,2,5,Betula,0.23,,,,,,,,,,
HDF1,2,5,Betula,0.34,,,,,,,,,,
HDF1,2,5,Salix,0.18,,,,,,,,,,
HDF1,2,5,Betula,0.47,,,,,,,,,,
HDF1,2,5,Salix,0.22,,,,,,,,,,
HDF1,2,5,Salix,0.29,,,,,,,,,,
HDF1,2,5,Betula,0.56,,,,,,,,,,
HDF1,2,5,Betula,0.49,,,,,,,,,,
HDF1,2,5,Salix,0.2,,,,,,,,,,
HDF1,2,5,Betula,0.45,,,,,,,,,,
HDF1,2,5,Betula,0.46,,,,,,,,,,
HDF1,2,5,Salix,0.2,,,,,,,,,,
HDF1,2,5,Salix,0.25,,,,,,,,,,
HDF1,2,5,Betula,0.32,,,,,,,,,,
HDF1,2,5,Betula,0.45,,,,,,,,,,
HDF1,2,5,Betula,0.29,,,,,,,,,,
HDF1,2,5,Betula,0.8,,,,,,,,,,
HDF1,2,5,Betula,0.69,,,,,,,,,,
HDF1,2,5,Betula,0.66,,,,,,,,,,
HDF1,1,5,Salix,0.41,,,,,,,,,,
HDF1,1,5,Salix,0.4,,,,,,,,,,
HDF1,1,5,Salix,1.69,,,,,,,,,,
HDF1,1,5,Betula,2.07,,,,,,,,,,
HDF1,1,5,Salix,0.54,,,,,,,,,,
HDF1,1,5,Salix,0.15,,,,,,,,,,
HDF1,1,5,Betula,0.74,,,,,,,,,,
HDF1,1,5,Salix,0.21,,,,,,,,,,
HDF1,1,5,Salix,0.11,,,,,,,,,,
HDF1,1,5,Betula,0.63,,,,,,,,,,
HDF1,1,5,Betula,0.24,,,,,,,,,,
HDF1,1,5,Salix,0.61,,,,,,,,,,
HDF1,1,5,Salix,0.36,,,,,,,,,,
HDF1,1,5,Betula,0.52,,,,,,,,,,
HDF1,1,5,Salix,0.33,,,,,,,,,,
HDF1,1,5,Betula,0.39,,,,,,,,,,
HDF1,1,5,Salix,0.19,,,,,,,,,,
HDF1,1,5,Salix,0.4,,,,,,,,,,
HDF1,1,5,Salix,1.07,,,,,,,,,,
HDF1,1,5,Salix,0.2,,,,,,,,,,
HDF1,1,5,Salix,1.81,,,,,,,,,,
HDF1,1,5,Betula,0.26,,,,,,,,,,
HDF1,1,5,Salix,0.26,,,,,,,,,,
HDF1,1,5,Salix,0.32,,,,,,,,,,
HDF1,1,5,Salix,0.18,,,,,,,,,,
HDF1,1,5,Betula,0.31,,,,,,,,,,
HDF1,1,5,Betula,0.23,,,,,,,,,,
HDF1,1,5,Salix,0.28,,,,,,,,,,
HDF1,1,5,Betula,0.34,,,,,,,,,,
HDF1,1,5,Salix,0.29,,,,,,,,,,
HDF1,1,5,Salix,0.29,,,,,,,,,,
HDF1,1,5,Betula,0.75,,,,,,,,,,
HDF1,1,5,Betula,0.34,,,,,,,,,,
HDF1,1,5,Betula,0.2,,,,,,,,,,
HDF1,1,5,Salix,0.26,,,,,,,,,,
HDF1,1,5,Betula,0.45,,,,,,,,,,
HDF1,1,5,Salix,0.4,,,,,,,,,,
HDF1,1,5,Salix,0.27,,,,,,,,,,
HDF1,1,5,Salix,0.49,,,,,,,,,,
HDF1,1,5,Salix,0.36,,,,,,,,,,
HDF1,1,5,Betula,0.34,,,,,,,,,,
HDF1,1,5,Salix,0.21,,,,,,,,,,
HDF1,1,5,Betula,0.53,,,,,,,,,,
HDF1,1,5,Betula,0.45,,,,,,,,,,
HDF1,1,5,Betula,0.35,,,,,,,,,,
HDF1,1,5,Betula,0.55,,,,,,,,,,
HDF1,1,5,Betula,0.5,,,,,,,,,,
HDF1,1,5,Betula,0.49,,,,,,,,,,
HDF1,1,5,Betula,0.55,,,,,,,,,,
HDF1,1,5,Betula,0.89,,,,,,,,,,
HDF1,1,5,Betula,0.45,,,,,,,,,,
HDF1,1,5,Betula,0.68,,,,,,,,,,
HDF1,1,5,Betula,0.29,,,,,,,,,,
HDF1,1,5,Betula,0.45,,,,,,,,,,
HDF1,1,5,Betula,0.49,,,,,,,,,,
MDF2,1,5,Betula,0.61,,,,,,,,,,
MDF2,1,5,Betula,0.6,,,,,,,,,,
MDF2,1,5,Betula,0.57,,,,,,,,,,
MDF2,1,5,Betula,0.5,,,,,,,,,,
MDF2,1,5,Betula,0.51,,,,,,,,,,
MDF2,1,5,Betula,0.82,,,,,,,,,,
MDF2,1,5,Betula,0.9,,,,,,,,,,
MDF2,1,5,Betula,0.29,,,,,,,,,,
MDF2,1,5,Betula,0.51,,,,,,,,,,
MDF2,1,5,Betula,0.42,,,,,,,,,,
MDF2,1,5,Betula,0.39,,,,,,,,,,
MDF2,1,5,Betula,0.25,,,,,,,,,,
MDF2,1,5,Betula,0.52,,,,,,,,,,
MDF2,1,5,Betula,0.62,,,,,,,,,,
MDF2,1,5,Betula,0.67,,,,,,,,,,
MDF2,1,5,Betula,0.57,,,,,,,,,,
MDF2,1,5,Betula,0.54,,,,,,,,,,
MDF2,1,5,Betula,0.82,,,,,,,,,,
MDF2,1,5,Betula,0.74,,,,,,,,,,
MDF2,1,5,Betula,0.67,,,,,,,,,,
MDF2,1,5,Betula,0.47,,,,,,,,,,
MDF2,1,5,Betula,0.83,,,,,,,,,,
MDF2,1,5,Betula,0.32,,,,,,,,,,
MDF2,1,5,Betula,0.63,,,,,,,,,,
MDF2,1,5,Betula,0.31,,,,,,,,,,
MDF2,1,5,Betula,0.57,,,,,,,,,,
MDF2,1,5,Betula,0.31,,,,,,,,,,
MDF2,1,5,Betula,0.08,,,,,,,,,,
MDF2,1,5,Betula,0.46,,,,,,,,,,
MDF2,1,5,Betula,0.94,,,,,,,,,,
MDF2,1,5,Betula,0.38,,,,,,,,,,
MDF2,1,5,Betula,0.28,,,,,,,,,,
MDF2,1,5,Betula,0.51,,,,,,,,,,
MDF2,1,5,Betula,0.39,,,,,,,,,,
MDF2,1,5,Betula,0.39,,,,,,,,,,
MDF2,1,5,Betula,0.41,,,,,,,,,,
MDF2,1,5,Betula,0.44,,,,,,,,,,
MDF2,1,5,Betula,0.77,,,,,,,,,,
MDF2,1,5,Betula,1.28,,,,,,,,,,
MDF2,1,5,Betula,0.46,,,,,,,,,,
MDF2,2,5,Salix,1.44,,,,,,,,,,
MDF2,2,5,Betula,1.15,,,,,,,,,,
MDF2,2,5,Betula,0.7,,,,,,,,,,
MDF2,2,5,Betula,0.82,,,,,,,,,,
MDF2,2,5,Betula,0.3,,,,,,,,,,
MDF2,2,5,Betula,0.75,,,,,,,,,,
MDF2,2,5,Betula,0.76,,,,,,,,,,
MDF2,2,5,Betula,0.74,,,,,,,,,,
MDF2,2,5,Salix,2.51,,,,,,,,,,
MDF2,2,5,Betula,0.61,,,,,,,,,,
MDF2,2,5,Betula,0.24,,,,,,,,,,
MDF2,2,5,Betula,0.55,,,,,,,,,,
MDF2,2,5,Betula,0.6,,,,,,,,,,
MDF2,2,5,Betula,0.33,,,,,,,,,,
MDF2,2,5,Betula,0.48,,,,,,,,,,
MDF2,2,5,Betula,0.46,,,,,,,,,,
MDF2,2,5,Betula,0.52,,,,,,,,,,
MDF2,2,5,Betula,0.7,,,,,,,,,,
MDF2,2,5,Salix,1.85,,,,,,,,,,
MDF2,2,5,Betula,0.61,,,,,,,,,,
MDF2,2,5,Betula,1.15,,,,,,,,,,
MDF2,2,5,Betula,0.39,,,,,,,,,,
MDF2,2,5,Betula,1.03,,,,,,,,,,
MDF2,2,5,Betula,0.35,,,,,,,,,,
MDF2,2,5,Betula,0.84,,,,,,,,,,
MDF2,2,5,Betula,1.39,,,,,,,,,,
MDF2,2,5,Betula,0.81,,,,,,,,,,
MDF2,2,5,Betula,0.35,,,,,,,,,,
MDF2,2,5,Betula,0.99,,,,,,,,,,
MDF2,2,5,Betula,0.88,,,,,,,,,,
MDF2,2,5,Betula,1.35,,,,,,,,,,
MDF2,2,5,Betula,0.61,,,,,,,,,,
